源编号,源类,年份,行业代码,行业名称,设备类型,排口编号,核算项数,分类理由
SRC-RAW-63B9DCDA4F1A96F4AF2F,工业锅炉,2022,2511,原油加工及石油制品制造,燃气锅炉,DA008,9,[]
SRC-RAW-67443394F0E9EC659533,工业锅炉,2022,2511,原油加工及石油制品制造,燃气锅炉,DA008,9,[]
SRC-RAW-64976288C85E964A89ED,工业锅炉,2022,2511,原油加工及石油制品制造,燃气锅炉,DA008,9,[]
SRC-RAW-C0CF1ECCEC70EE294C3B,工业锅炉,2022,2511,原油加工及石油制品制造,燃气锅炉,DA007,9,[]
SRC-RAW-F88539BB29A6373318B0,工业锅炉,2022,2511,原油加工及石油制品制造,燃气锅炉,DA007,9,[]
SRC-RAW-5961431CEC36C9CE6A24,工业锅炉,2022,2924,泡沫塑料制造,燃气锅炉,DA001,9,[]
SRC-RAW-F0419BC480C2E79BAD62,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA003,9,[]
SRC-RAW-34CF2964794C33FA6887,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA004,9,[]
SRC-RAW-A43F4CFA103E8B96C75B,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA005,9,[]
SRC-RAW-7A96BEF9BD655142D92F,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA003,9,[]
SRC-RAW-7ED9F7B7DEB8E2C74993,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA001,9,[]
SRC-RAW-657EF7F943781B5019B2,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA001,9,[]
SRC-RAW-F017B9C9BF8DB2DCAEBB,工业锅炉,2022,3252,铝压延加工,燃气锅炉,DA004,9,[]
SRC-RAW-3DA7B6F4871ED29A992D,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA008,9,[]
SRC-RAW-D506686AFCF139FC1DDC,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA008,9,[]
SRC-RAW-23ED6C249BF4CA33C761,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA009,9,[]
SRC-RAW-7788FC3ACFBC690B450B,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA010,9,[]
SRC-RAW-8DD3940CFC51D6D852CC,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA008,9,[]
SRC-RAW-3CCA598CC2D59E595061,工业锅炉,2022,2221,机制纸及纸板制造,燃煤锅炉,DA001,9,[]
SRC-RAW-EF49BFC9CE07F40C05AF,工业锅炉,2022,1462,酱油、食醋及类似制品制造,燃煤锅炉,DA001,9,[]
SRC-RAW-8F019945DE40A78C7036,工业锅炉,2022,1462,酱油、食醋及类似制品制造,燃煤锅炉,DA001,9,[]
SRC-RAW-B5EF0D0C5ECC99B39CC1,工业锅炉,2022,1462,酱油、食醋及类似制品制造,燃煤锅炉,DA001,9,[]
SRC-RAW-E207547C13C1F02F3A28,工业锅炉,2022,2239,其他纸制品制造,燃气锅炉,DA207,9,[]
SRC-RAW-F9D0DB338522D1C64A78,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA001,9,[]
SRC-RAW-B54EB4F29B570CA7B464,工业锅炉,2022,3383,金属制卫生器具制造,燃气锅炉,DA003,9,[]
SRC-RAW-9B08D3A4F115FFDD27C3,工业锅炉,2022,3383,金属制卫生器具制造,燃气锅炉,DA003,9,[]
SRC-RAW-75A6D029CD1DC25F8016,范围外,2022,2231,纸和纸板容器制造,,DA001,0,[]
SRC-RAW-783B5033355A9FE1E473,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃油锅炉,DA001,9,[]
SRC-RAW-8BCC5FE3ED084801AAC7,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA001,9,[]
SRC-RAW-39CCCF96E6AF60557859,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA002,9,[]
SRC-RAW-7188B553243A56EC4444,工业锅炉,2022,3033,防水建筑材料制造,燃气锅炉,DA061,9,[]
SRC-RAW-C66080A324659494C595,工业锅炉,2022,3033,防水建筑材料制造,燃气锅炉,DA061,9,[]
SRC-RAW-7C4C07F68C9354043B76,工业锅炉,2022,3033,防水建筑材料制造,燃气锅炉,DA061,9,[]
SRC-RAW-5A722431170DC7FCC986,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA001,9,[]
SRC-RAW-E13CF488D8C28609635B,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA002,9,[]
SRC-RAW-ED512A0170CFB05E74AA,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA003,9,[]
SRC-RAW-34D213BDBC93D082A24A,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA004,9,[]
SRC-RAW-2D607304050D3F1AB0BA,工业锅炉,2022,2319,包装装潢及其他印刷,燃气锅炉,DA001,9,[]
SRC-RAW-77D2B10D19D5DCC9A822,工业锅炉,2022,1713,棉印染精加工,燃煤锅炉,DA027,9,[]
SRC-RAW-86F65D13633969BE4451,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA028,9,[]
SRC-RAW-94C2BA4548788CCB0E09,工业锅炉,2022,2925,塑料人造革、合成革制造,燃气锅炉,DA001,9,[]
SRC-RAW-7C23894E159E1521A509,工业锅炉,2022,1332,非食用植物油加工,燃气锅炉,DA001,9,[]
SRC-RAW-87CF8BB2B0E0B2FA5816,工业锅炉,2022,1332,非食用植物油加工,燃气锅炉,DA002,9,[]
SRC-RAW-95B1A9F68FCA27B72E14,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA007,9,[]
SRC-RAW-A856F7F89D76C3213E95,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA007,9,[]
SRC-RAW-4F372D04D996B504C4C6,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA025,9,[]
SRC-RAW-5D4B270C73E84487694E,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA001,9,[]
SRC-RAW-9AAF620407C54396A867,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA202,9,[]
SRC-RAW-0BF25BA7B7CB39E53DC2,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA001,9,[]
SRC-RAW-5E0CD0CDC53900F201BB,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA009,9,[]
SRC-RAW-C58A04A4C8340A30EF73,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA009,9,[]
SRC-RAW-C5CFC4A501A272EBE6C7,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA003,9,[]
SRC-RAW-76BE917310CCBFAD5849,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA003,9,[]
SRC-RAW-55441116F9EEE90D9555,工业锅炉,2022,2922,塑料板、管、型材制造,燃气锅炉,DA001,9,[]
SRC-RAW-AB1E33E34DB950F9F1C7,工业锅炉,2022,2922,塑料板、管、型材制造,燃气锅炉,DA001,9,[]
SRC-RAW-596121D4A1F72C1150A8,工业锅炉,2022,2922,塑料板、管、型材制造,燃气锅炉,DA001,9,[]
SRC-RAW-1F858322FD974B84907E,工业锅炉,2022,2922,塑料板、管、型材制造,燃气锅炉,DA001,9,[]
SRC-RAW-ADCE96FA518532E338E5,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA009,9,[]
SRC-RAW-02AB77095C311D8E4121,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA010,9,[]
SRC-RAW-4AC4B7E2FDCD0B7C0779,火电热力,2022,4412,热电联产,燃气轮机,DA001,9,[]
SRC-RAW-0669457CFC3C8B1DEF46,火电热力,2022,4412,热电联产,燃气轮机,DA002,9,[]
SRC-RAW-98EAD1FAB47CD2181287,火电热力,2022,4412,热电联产,燃气锅炉,DA003,9,[]
SRC-RAW-BE5DAA691D58F9B3E58F,火电热力,2022,4417,生物质能发电,燃气锅炉,DA001,9,[]
SRC-RAW-C7EF86F336346B33A674,火电热力,2022,4417,生物质能发电,燃气锅炉,DA010,9,[]
SRC-RAW-F5F243C8D45689B9F62E,火电热力,2022,4417,生物质能发电,燃气锅炉,DA011,9,[]
SRC-RAW-9E089B9EA132988E690B,火电热力,2022,4417,生物质能发电,燃气锅炉,DA012,9,[]
SRC-RAW-86786016FD5DCE54D753,火电热力,2022,4417,生物质能发电,燃气锅炉,DA013,9,[]
SRC-RAW-C58F0C65E4A5AE781442,火电热力,2022,4417,生物质能发电,燃气锅炉,DA014,9,[]
SRC-RAW-6681FE38A661408E024F,火电热力,2022,4417,生物质能发电,燃气锅炉,DA015,9,[]
SRC-RAW-D459673B3A388D548514,火电热力,2022,4417,生物质能发电,燃气锅炉,DA016,9,[]
SRC-RAW-B3258BCC9A8C5A7EE78A,火电热力,2022,4417,生物质能发电,燃气锅炉,DA017,9,[]
SRC-RAW-4B025FEA76E03E896ECB,火电热力,2022,4417,生物质能发电,燃气锅炉,DA018,9,[]
SRC-RAW-CDD45D19EBF8C113AB7B,火电热力,2022,4417,生物质能发电,燃气锅炉,DA002,9,[]
SRC-RAW-6BC2F1998D0A4DD24A0B,火电热力,2022,4417,生物质能发电,燃气锅炉,DA003,9,[]
SRC-RAW-6F048F893E8C2238F6A7,火电热力,2022,4417,生物质能发电,燃气锅炉,DA004,9,[]
SRC-RAW-46E98BC94A684938DC1E,火电热力,2022,4417,生物质能发电,燃气锅炉,DA005,9,[]
SRC-RAW-992E633A3A1D7D9DE154,火电热力,2022,4417,生物质能发电,燃气锅炉,DA006,9,[]
SRC-RAW-6E695619C085745BE41D,火电热力,2022,4417,生物质能发电,燃气锅炉,DA007,9,[]
SRC-RAW-170A0850DD192CD5A9D1,火电热力,2022,4417,生物质能发电,燃气锅炉,DA008,9,[]
SRC-RAW-84E39E13790B337453BC,火电热力,2022,4417,生物质能发电,燃气锅炉,DA009,9,[]
SRC-RAW-C739F6489FB2EBBFDC8A,工业锅炉,2022,2662,专项化学用品制造,燃气锅炉,DA002,9,[]
SRC-RAW-66FBCCF49143F35F2624,工业锅炉,2022,1941,羽毛（绒）加工,燃气锅炉,DA002,9,[]
SRC-RAW-7BA5BDB16080F5F918FF,工业锅炉,2022,1941,羽毛（绒）加工,燃气锅炉,DA002,9,[]
SRC-RAW-19E7767EBDD724047998,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA012,9,[]
SRC-RAW-EA72B28B0BF799BDA189,工业锅炉,2022,3333,金属包装容器及材料制造,燃气锅炉,DA001,9,[]
SRC-RAW-77D0CCE89B7914A2DE34,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA001,9,[]
SRC-RAW-9A74C5D62DC95B042232,火电热力,2022,4411,火力发电,燃气轮机,DA001,9,[]
SRC-RAW-1673282707D6E49CDF7E,火电热力,2022,4411,火力发电,燃气轮机,DA002,9,[]
SRC-RAW-642817EDBB0AB3AC4FBB,火电热力,2022,4411,火力发电,燃气锅炉,DA003,9,[]
SRC-RAW-1B39BD9ABE4A6CC6FCE8,火电热力,2022,4411,火力发电,燃气锅炉,DA004,9,[]
SRC-RAW-B6B74319690A42E29FAE,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA107,9,[]
SRC-RAW-1CFAF6A051D2A331F7AA,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA001,9,[]
SRC-RAW-3FA352A78606E6139CFA,工业锅炉,2022,1351,牲畜屠宰,燃油锅炉,DA001,9,[]
SRC-RAW-F301E49D8D25A1CFF9F4,工业锅炉,2022,1529,茶饮料及其他饮料制造,燃气锅炉,DA001,9,[]
SRC-RAW-E70971109207DB17C946,工业锅炉,2022,1529,茶饮料及其他饮料制造,燃气锅炉,DA001,9,[]
SRC-RAW-B7F3B0A12FE14D32B409,工业锅炉,2022,1529,茶饮料及其他饮料制造,燃气锅炉,DA001,9,[]
SRC-RAW-12CCCA0E6355CB92FD68,范围外,2022,1712,棉织造加工,,DA002,0,[]
SRC-RAW-7BA037A260AE41A18D9C,工业锅炉,2022,2641,涂料制造,燃油锅炉,DA002,9,[]
SRC-RAW-0C88B5E835B55879EAD0,工业锅炉,2022,2661,化学试剂和助剂制造,燃气锅炉,DA002,9,[]
SRC-RAW-C347459AAE0B9A06224B,工业锅炉,2022,2319,包装装潢及其他印刷,燃气锅炉,DA002,9,[]
SRC-RAW-6ADA202FE692387E00FC,工业锅炉,2022,3383,金属制卫生器具制造,燃气锅炉,DA017,9,[]
SRC-RAW-65D6480DE6FB41CE0D5A,范围外,2022,1752,化纤织物染整精加工,,DA001,0,[]
SRC-RAW-7F1E82169B220B09964A,工业锅炉,2022,1495,食品及饲料添加剂制造,燃气锅炉,DA004,9,[]
SRC-RAW-C8818A00D91E1657F50C,工业锅炉,2022,3752,摩托车零部件及配件制造,燃气锅炉,DA005,9,[]
SRC-RAW-F25FF3F61A7B576FA6D2,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA002,9,[]
SRC-RAW-B007C2B03D25C9775E29,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA003,9,[]
SRC-RAW-3D06A7C27E9112351F90,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA002,9,[]
SRC-RAW-BD572A4F17E6B8EA33B7,工业锅炉,2022,1431,米、面制品制造,燃气锅炉,DA001,9,[]
SRC-RAW-145751B0FDC1C0DED816,工业锅炉,2022,1452,水产品罐头制造,燃油锅炉,DA001,9,[]
SRC-RAW-12E6B9D54A110A575F5D,工业锅炉,2022,1351,牲畜屠宰,燃油锅炉,DA001,9,[]
SRC-RAW-87C2E5EAC135E281ED0E,工业锅炉,2022,2239,其他纸制品制造,燃气锅炉,DA001,9,[]
SRC-RAW-67985CC7E9BEF9AE1901,工业锅炉,2022,2239,其他纸制品制造,燃气锅炉,DA002,9,[]
SRC-RAW-66290D4EA94D05860066,工业锅炉,2022,2239,其他纸制品制造,燃气锅炉,DA003,9,[]
SRC-RAW-07EF8B3C55C032C3667C,工业锅炉,2022,1910,皮革鞣制加工,燃油锅炉,DA008,9,[]
SRC-RAW-DA284744D5F581EEFC77,工业锅炉,2022,2662,专项化学用品制造,燃油锅炉,DA001,9,[]
SRC-RAW-9C32D18D09B9257C84F6,工业锅炉,2022,3751,摩托车整车制造,燃气锅炉,DA028,9,[]
SRC-RAW-4B21752E97AE5E013EBC,工业锅炉,2022,3751,摩托车整车制造,燃气锅炉,DA029,9,[]
SRC-RAW-EB571D81AD4ED4A3DF11,工业锅炉,2022,2613,无机盐制造,燃气锅炉,DA001,9,[]
SRC-RAW-8FCA739395EE041F46A3,工业锅炉,2022,2641,涂料制造,燃油锅炉,DA008,17,[]
SRC-RAW-8CE512C8B4FACD053782,工业锅炉,2022,2641,涂料制造,燃油锅炉,DA009,17,[]
SRC-RAW-6A32E30804EF6C8385AA,工业锅炉,2022,2641,涂料制造,燃油锅炉,DA010,17,[]
SRC-RAW-3C98A1D0D86A7293F2B7,工业锅炉,2022,2924,泡沫塑料制造,燃气锅炉,DA001,9,[]
SRC-RAW-13E9746FEA76FE76239D,工业锅炉,2022,1321,宠物饲料加工,燃气锅炉,DA101,9,[]
SRC-RAW-E4F0E4DE9B9AB92A42AA,工业锅炉,2022,1321,宠物饲料加工,燃气锅炉,DA101,9,[]
SRC-RAW-B8EE6ED69E79CDAC04A7,工业锅炉,2022,1321,宠物饲料加工,燃气锅炉,DA101,9,[]
SRC-RAW-C8095067DC12D7D6FB08,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA001,9,[]
SRC-RAW-FF8EBBC501B54F84BA65,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA001,9,[]
SRC-RAW-7D750FA53C2CE9317479,工业锅炉,2022,2659,其他合成材料制造,燃油锅炉,DA002,9,[]
SRC-RAW-58A04A96B20838E4F19D,工业锅炉,2022,2659,其他合成材料制造,燃气锅炉,DA003,9,[]
SRC-RAW-5CB3A4CA9C319E33A4DD,工业锅炉,2022,2659,其他合成材料制造,燃油锅炉,DA004,9,[]
SRC-RAW-BE2AC3971A7956E826BC,工业锅炉,2022,1910,皮革鞣制加工,燃气锅炉,DA010,9,[]
SRC-RAW-0B1D2647DB40F49FEC15,工业锅炉,2022,1819,其他机织服装制造,燃气锅炉,DA001,9,[]
SRC-RAW-E2E0DE4DB9247B734337,工业锅炉,2022,1819,其他机织服装制造,燃气锅炉,DA002,9,[]
SRC-RAW-E1C13DD7C324AF4D63D5,工业锅炉,2022,2661,化学试剂和助剂制造,燃气锅炉,DA001,9,[]
SRC-RAW-1A90D676EF7436CBB39B,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA005,9,[]
SRC-RAW-79604203216C107E6960,工业锅炉,2022,1910,皮革鞣制加工,燃气锅炉,DA008,9,[]
SRC-RAW-F8E59A9D5E2575552CB2,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA001,9,[]
SRC-RAW-F10A85150C921CD19291,工业锅炉,2022,2662,专项化学用品制造,燃气锅炉,DA001,9,[]
SRC-RAW-7FEFEA62F941FAEB8BCF,工业锅炉,2022,2662,专项化学用品制造,燃气锅炉,DA002,9,[]
SRC-RAW-5727CC2B5EF16B01E5AE,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA005,9,[]
SRC-RAW-F151DC709CC8F5CA1929,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA005,9,[]
SRC-RAW-268C320A348FB8BF09D1,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA005,9,[]
SRC-RAW-8CE9AC5D88B27749CFC3,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA005,9,[]
SRC-RAW-E24365638847DEF91189,工业锅炉,2022,3752,摩托车零部件及配件制造,燃气锅炉,DA027,9,[]
SRC-RAW-F26F112B135DF6CD812E,工业锅炉,2022,3752,摩托车零部件及配件制造,燃气锅炉,DA027,9,[]
SRC-RAW-833BAA3CE5CDCAFC0149,工业锅炉,2022,2661,化学试剂和助剂制造,燃油锅炉,DA001,9,[]
SRC-RAW-2B214A9A3FC29CF8CFB7,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA001,9,[]
SRC-RAW-652BC2B0D289EA03BBE9,工业锅炉,2022,2911,轮胎制造,燃气锅炉,DA005,9,[]
SRC-RAW-3F9545671AC478EE7BC1,工业锅炉,2022,2221,机制纸及纸板制造,燃气锅炉,DA001,9,[]
SRC-RAW-BAFFE7A8C1830E62F03E,工业锅炉,2022,2919,其他橡胶制品制造,燃气锅炉,DA003,9,[]
SRC-RAW-DFB248103079FB7869F4,工业锅炉,2022,3360,金属表面处理及热处理加工,燃气锅炉,DA001,9,[]
SRC-RAW-721680765542B7711400,范围外,2022,3360,金属表面处理及热处理加工,余热利用锅炉,DA003,0,[]
SRC-RAW-171B4F8B4253BBABBACF,工业锅炉,2022,1351,牲畜屠宰,燃油锅炉,DA001,9,[]
SRC-RAW-03236EA173EE2113545E,工业锅炉,2022,2669,其他专用化学产品制造,燃气锅炉,DA002,9,[]
SRC-RAW-98C65978816E5EFD493A,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA003,9,[]
SRC-RAW-F48CD9E3C1F08F6F24CB,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA042,9,[]
SRC-RAW-B9CDDFF5BAE0EFB3C661,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA043,9,[]
SRC-RAW-40D538154F983F133932,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA043,9,[]
SRC-RAW-D90F52AD4D4DD5F9DB83,火电热力,2022,4430,热力生产和供应,燃气锅炉,DA001,9,[]
SRC-RAW-132DC27DF4915033D111,火电热力,2022,4430,热力生产和供应,燃气锅炉,DA001,9,[]
SRC-RAW-C061C4BFCACF4F8F7991,火电热力,2022,4430,热力生产和供应,燃气锅炉,DA001,9,[]
SRC-RAW-C39A61BA4C8E77EBFDC0,火电热力,2022,4430,热力生产和供应,燃气锅炉,DA001,9,[]
SRC-RAW-6278B2904CE6C8FC39E2,工业锅炉,2022,2740,中成药生产,燃气锅炉,DA010,9,[]
SRC-RAW-175A0F26DA66EA7A334B,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA003,9,[]
SRC-RAW-23A0506A384A2A6AACEA,工业锅炉,2022,3022,砼结构构件制造,燃气锅炉,DA001,9,[]
SRC-RAW-08FBAA6DA075154E7F22,工业锅炉,2022,2720,化学药品制剂制造,燃气锅炉,DA004,9,[]
SRC-RAW-44DB5A40A0A6206A2109,工业锅炉,2022,2720,化学药品制剂制造,燃气锅炉,DA003,9,[]
SRC-RAW-70925DCF98DAD0A8EC33,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA002,9,[]
SRC-RAW-FB0B53424CA4277ACE07,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA033,9,[]
SRC-RAW-083742D4619F0C028C7D,工业锅炉,2022,2925,塑料人造革、合成革制造,燃气锅炉,DA001,9,[]
SRC-RAW-10858214F0F15A892B4B,范围外,2022,2925,塑料人造革、合成革制造,,DA002,0,[]
SRC-RAW-2F76DBD8BF67F4FE1471,工业锅炉,2022,3382,金属制餐具和器皿制造,燃气锅炉,DA021,9,[]
SRC-RAW-E35250F14B2808BDCC80,工业锅炉,2022,2612,无机碱制造,燃气锅炉,DA003,9,[]
SRC-RAW-45E2ADB83AC75F872445,工业锅炉,2022,1499,其他未列明食品制造,燃气锅炉,DA001,9,[]
SRC-RAW-3E58A9C7B4E2590D26AE,工业锅炉,2022,1499,其他未列明食品制造,燃气锅炉,DA001,9,[]
SRC-RAW-7DBE01C27DD6A6E57824,工业锅炉,2022,1752,化纤织物染整精加工,燃气锅炉,DA001,9,[]
SRC-RAW-0F4A5696EE7456A532CA,工业锅炉,2022,1752,化纤织物染整精加工,燃气锅炉,DA001,9,[]
SRC-RAW-EF5931EADCC77F13A60D,工业锅炉,2022,1752,化纤织物染整精加工,燃气锅炉,DA001,9,[]
SRC-RAW-94EEEAFB4122D646E4FC,工业锅炉,2022,1752,化纤织物染整精加工,燃气锅炉,DA001,9,[]
SRC-RAW-6E37B7E36DE8C2E3622D,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA001,9,[]
SRC-RAW-D10F041E63F38382A805,工业锅炉,2022,2613,无机盐制造,燃气锅炉,DA002,9,[]
SRC-RAW-3AE3EBB5FF05938006F4,工业锅炉,2022,2613,无机盐制造,燃气锅炉,DA002,9,[]
SRC-RAW-6884A1D255030BAAC13E,工业锅炉,2022,2613,无机盐制造,燃气锅炉,DA001,9,[]
SRC-RAW-625566EA4CFBE8B985B5,工业锅炉,2022,2613,无机盐制造,燃气锅炉,DA001,9,[]
SRC-RAW-62365F8DE8F85E7631AB,工业锅炉,2022,2613,无机盐制造,燃气锅炉,DA040,9,[]
SRC-RAW-6D631F56320759CD5FCF,工业锅炉,2022,2613,无机盐制造,燃气锅炉,DA040,9,[]
SRC-RAW-CC874E1BA03CC215791F,工业锅炉,2022,2613,无机盐制造,燃气锅炉,DA040,9,[]
SRC-RAW-A57DA4D2323DE73BBB10,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA001,9,[]
SRC-RAW-C9AC375DB05FEA7F4F8E,火电热力,2022,4412,热电联产,燃气轮机,DA001,9,[]
SRC-RAW-6900A35332BD97E5DBE4,火电热力,2022,4412,热电联产,燃气轮机,DA002,9,[]
SRC-RAW-22605CA85E03A3F25500,火电热力,2022,4412,热电联产,燃气锅炉,DA003,9,[]
SRC-RAW-4C3DFAB0F01A238B5AED,工业锅炉,2022,1462,酱油、食醋及类似制品制造,燃气锅炉,DA001,9,[]
SRC-RAW-C5358DDB783AEF6CC794,工业锅炉,2022,2221,机制纸及纸板制造,燃气锅炉,DA002,9,[]
SRC-RAW-D58DE82D24E8425A13F3,范围外,2022,2231,纸和纸板容器制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-9D65F87103D5C341DE52,工业锅炉,2022,1819,其他机织服装制造,燃气锅炉,DA001,9,[]
SRC-RAW-9D458D5853C92BA3030C,工业锅炉,2022,1431,米、面制品制造,燃气锅炉,DA001,9,[]
SRC-RAW-79A25BFFB659B1D2F454,工业锅炉,2022,2821,锦纶纤维制造,燃气锅炉,DA001,9,[]
SRC-RAW-B0086C592F795E92C040,范围外,2022,2821,锦纶纤维制造,,DA005,0,[]
SRC-RAW-9FE5A60AF999F16E94B8,工业锅炉,2022,2821,锦纶纤维制造,燃气锅炉,DA001,9,[]
SRC-RAW-D395955E9222404FD248,工业锅炉,2022,2821,锦纶纤维制造,燃气锅炉,DA002,9,[]
SRC-RAW-AF0D8C491FA6F4C7230F,工业锅炉,2022,2821,锦纶纤维制造,燃气锅炉,DA002,9,[]
SRC-RAW-AA08B7C82A7BEB281462,工业锅炉,2022,2821,锦纶纤维制造,燃气锅炉,DA003,9,[]
SRC-RAW-424A12D336EF890EDAA9,工业锅炉,2022,2821,锦纶纤维制造,燃气锅炉,DA003,9,[]
SRC-RAW-F36C4C84F27D15DCE94E,工业锅炉,2022,2821,锦纶纤维制造,燃气锅炉,DA004,9,[]
SRC-RAW-70B62F83666EA02E75E5,范围外,2022,2821,锦纶纤维制造,,DA004,0,[]
SRC-RAW-F3DCA78AB697EBC44263,工业锅炉,2022,2821,锦纶纤维制造,燃气锅炉,DA005,9,[]
SRC-RAW-7EEC9352998AEEAC52CD,工业锅炉,2022,2641,涂料制造,燃油锅炉,DA002,9,[]
SRC-RAW-619C3B5C6BF6193F43B0,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA001,9,[]
SRC-RAW-197D1354AC7400BC497A,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA002,9,[]
SRC-RAW-62649EFFBAF8DFB7D44B,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA003,9,[]
SRC-RAW-7A82299504F5A20A99EB,工业锅炉,2022,2652,合成橡胶制造,燃气锅炉,DA001,9,[]
SRC-RAW-A95A7C59EF72CCACCB43,工业锅炉,2022,2652,合成橡胶制造,燃气锅炉,DA001,9,[]
SRC-RAW-972089715D6814266052,工业锅炉,2022,2652,合成橡胶制造,燃气锅炉,DA001,9,[]
SRC-RAW-DACCDDFA1BEDFB2C7928,范围外,2022,2231,纸和纸板容器制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-78E1B97D7B6FB253CA03,范围外,2022,2231,纸和纸板容器制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-54A1EE94090DE2586C89,范围外,2022,2221,机制纸及纸板制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-5A2DF089821281CB1EC3,工业锅炉,2022,1469,其他调味品、发酵制品制造,燃气锅炉,DA003,9,[]
SRC-RAW-C98B88D61A1E0FA3FA75,工业锅炉,2022,1469,其他调味品、发酵制品制造,燃气锅炉,DA003,9,[]
SRC-RAW-B748F0603C2BFABB6E08,工业锅炉,2022,2669,其他专用化学产品制造,燃气锅炉,DA001,9,[]
SRC-RAW-2ECF0B69E179C929CE81,范围外,2022,3021,水泥制品制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-A94FB9A9CC87B13055A8,范围外,2022,3021,水泥制品制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-F9D89B2B32A9BFCCCBFF,范围外,2022,2924,泡沫塑料制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-C8531229110F677D012C,工业锅炉,2022,1432,速冻食品制造,燃气锅炉,DA001,9,[]
SRC-RAW-3A6C055BDA55F089D28B,工业锅炉,2022,1432,速冻食品制造,燃气锅炉,DA001,9,[]
SRC-RAW-03764E89336820647FCC,工业锅炉,2022,1432,速冻食品制造,燃气锅炉,DA001,9,[]
SRC-RAW-9F6186DBBA572E63B72A,工业锅炉,2022,1492,保健食品制造,燃气锅炉,DA001,9,[]
