源ID,源类,基102原表行号,污染物,B0参照总量表记录行号,当前终态,当前产生量_吨每年,当前排放量_吨每年,按现协议应有终态,按现协议产生量_吨每年,按现协议排放量_吨每年,按现协议原因码,非空脱硝记录数,被用于NH3判定的其他治理文本,问题归属,影响说明
SRC-RAW-93B032DE97655D5110C6,工业锅炉,2695,NH3,24340,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-E6F864CEE3D716932DE6,工业锅炉,2696,NH3,37543,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-6B3646609D58950A5DAC,工业锅炉,2697,NH3,17770,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-F6A289C8361F708E7ECD,工业锅炉,2698,NH3,40297,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-359C6F5F973D7A831907,工业锅炉,2730,NH3,8680,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-E554E034D7527B6F1FF6,工业锅炉,2731,NH3,37318,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-8188683F65489B0CDE6C,工业锅炉,2738,NH3,21415,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-701DFEA81EC8DE6913A8,工业锅炉,2804,NH3,18499,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-E15DB01DCBB71669921A,工业锅炉,2810,NH3,36787,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,湿式电除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-570F09E022C953AB412E,工业锅炉,2811,NH3,14305,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,湿式电除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-9ABC48AF22E5E29A5A80,工业锅炉,2838,NH3,25519,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘+袋式除尘+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-B960A302E802DF2B774D,工业锅炉,2839,NH3,30442,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘+袋式除尘+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-58D392F757D993DA26E3,工业锅炉,2840,NH3,14638,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘+袋式除尘+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-D14BA715E55C24E291A7,工业锅炉,2880,NH3,34132,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,单筒（多筒并联）旋风,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-B3213B6CA969CD54A800,工业锅炉,2903,NH3,29380,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-B4ADA3FD95BF8CF2C554,工业锅炉,2956,NH3,29578,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+机械+湿法除尘法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-0380C629EC4DDD7F3CE7,工业锅炉,2960,NH3,580,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+S12其他（钠碱法）,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
